Domain,mean,std,rank,percentile_rank
DBP10CT,34.828,0.0,3533.0,55.03972581398971
A_deaminase,34.818888888888885,26.614171955202945,3532.0,55.024147063405515
P53_TAD,34.793,0.0,3530.5,55.000778937529205
TAD2,34.793,0.0,3530.5,55.000778937529205
FATC,34.77605405405405,34.31963136290782,3529.0,54.9774108116529
FKTN_N,34.753,0.0,3528.0,54.96183206106869
Ig,34.73271859986278,66.2772464526907,3527.0,54.946253310484494
DUF2464,34.726,7.830500494859828,3526.0,54.9306745599003
AbLIM_anchor,34.72362068965516,16.734756286188574,3525.0,54.91509580931609
PMC2NT,34.721,0.0,3524.0,54.89951705873188
IRS,34.69720000000002,112.54220256067984,3523.0,54.883938308147684
DUF5564,34.686,,3522.0,54.86835955756349
G-patch,34.682888888888876,16.160139724116664,3521.0,54.852780806979275
Mur_ligase_C,34.672,,3519.5,54.82941268110297
Mur_ligase_M,34.672,0.0,3519.5,54.82941268110297
Pdase_M17_N2,34.648,0.0,3518.0,54.80604455522666
LTV,34.645,,3517.0,54.790465804642466
UQCC3,34.627,,3516.0,54.77488705405826
DUF592,34.603,0.0,3515.0,54.759308303474064
Sugar_tr,34.59842156862744,56.569448318138484,3514.0,54.74372955288985
VPS53_C,34.57,0.0,3512.5,54.72036142701355
Vps53_N,34.57,0.0,3512.5,54.72036142701355
DUF4605,34.556999999999995,11.511209667102753,3511.0,54.69699330113724
ORMDL,34.5485,3.0759891788774922,3510.0,54.68141455055304
BH4,34.53391666666667,3.0174303474173447,3509.0,54.665835799968846
Spt5_N,34.531333333333336,12.15290534261938,3508.0,54.650257049384635
Pep_deformylase,34.509,,3507.0,54.63467829880043
Dysbindin,34.4826,13.970302273036186,3506.0,54.619099548216234
ODR4-like,34.48,,3505.0,54.60352079763203
CpG_bind_C,34.459,0.0,3504.0,54.58794204704782
Peptidase_A22B,34.44663636363636,44.393819225817296,3503.0,54.57236329646362
DUF3481,34.425000000000004,8.828242679038677,3502.0,54.556784545879424
ERCC3_RAD25_C,34.422,0.0,3501.0,54.54120579529521
PARG_cat,34.41,,3500.0,54.52562704471101
GTF2I,34.38836363636363,41.15110165811039,3499.0,54.51004829412681
PH_TFIIH,34.357,0.0,3498.0,54.4944695435426
DUF5549,34.356,0.0,3497.0,54.4788907929584
PHYHIP_C,34.349333333333334,17.121899583087544,3496.0,54.4633120423742
CENP-R,34.343,,3495.0,54.44773329178999
MCU,34.321,27.8843683736964,3494.0,54.43215454120579
TAF6_C,34.297095238095245,6.210536578305951,3493.0,54.41657579062159
UPF0172,34.278200000000005,12.654034246041853,3492.0,54.40099704003739
DHHA2,34.26,4.981641407318591,3491.0,54.38541828945318
DUF4660,34.215,,3490.0,54.36983953886898
Gcd10p,34.179,,3489.0,54.35426078828478
Peptidase_C101,34.166799999999995,3.897913698377632,3488.0,54.33868203770057
PRK,34.1595,13.717156180005627,3487.0,54.32310328711637
MGAT2,34.155,,3486.0,54.30752453653217
SLT,34.144,0.0,3485.0,54.29194578594796
RPC5_C,34.132,0.0,3483.5,54.26857766007166
RPC5,34.132,0.0,3483.5,54.26857766007166
LSPR,34.09400000000002,0.0,3482.0,54.24520953419536
2OG-FeII_Oxy,34.08226829268292,17.865673025194987,3481.0,54.22963078361115
DNA_primase_S,34.04,28.439946075898245,3480.0,54.21405203302695
TSP,33.99211333333321,58.30996479036266,3479.0,54.19847328244275
STG,33.981,0.0,3478.0,54.18289453185854
P53_tetramer,33.9688,9.321336363419142,3476.5,54.15952640598224
P53,33.9688,9.321336363419142,3476.5,54.15952640598224
HALZ,33.94525,1.2190000000000003,3475.0,54.13615828010593
GCD14,33.934,4.610719249748352,3474.0,54.12057952952173
IRF-2BP1,33.911,2.892748865698509,3473.0,54.10500077893753
Shisa,33.895999999999994,42.485791393650985,3472.0,54.08942202835332
Drf_FH1,33.89318918918922,36.794584284343486,3471.0,54.073843277769114
ADIP,33.87226666666666,12.387079486687888,3470.0,54.05826452718492
Nop25,33.871,,3469.0,54.04268577660072
MRFAP1,33.85466666666667,26.111243274370015,3468.0,54.02710702601651
DHR10,33.852266666666665,21.84119897110134,3467.0,54.011528275432305
HCNGP,33.824000000000005,0.0,3466.0,53.99594952484811
Rft-1,33.814,,3465.0,53.980370774263896
TMEM100,33.8138,43.47657344708757,3464.0,53.9647920236797
TLE_N,33.80744827586207,31.30032939989405,3463.0,53.949213273095495
VHL,33.798,45.68334070533809,3462.0,53.933634522511284
Kinetochor_Ybp2,33.78,0.0,3461.0,53.91805577192709
SGT1,33.766,0.0,3460.0,53.90247702134289
DUF4706,33.761,0.0,3459.0,53.886898270758685
Myc_target,33.75716666666667,19.270874504460526,3458.0,53.871319520174474
TPX2,33.746,0.0,3456.0,53.84016201900608
Aurora-A_bind,33.746,,3456.0,53.84016201900608
TPX2_importin,33.746,0.0,3456.0,53.84016201900608
Focal_AT,33.729275862068974,1.285904542573369,3454.0,53.809004517837664
MRVI1,33.7048,9.958283552615166,3453.0,53.79342576725347
fn1,33.684375,36.721334822212,3452.0,53.777847016669256
DUF16,33.683,0.0,3450.5,53.75447889079295
DUF4187,33.683,,3450.5,53.75447889079295
Peptidase_S8,33.658914285714296,65.17839928605517,3449.0,53.73111076491664
Sds3,33.656875,1.9523474103535665,3448.0,53.715532014332446
ALG11_N,33.637,,3447.0,53.69995326374825
Plus-3,33.602,0.0,3446.0,53.684374513164045
Beta-lactamase,33.580333333333336,21.35821215988517,3445.0,53.66879576257983
HOOK,33.55930769230769,10.342952370129586,3444.0,53.653217011995636
IKI3,33.552,0.0,3443.0,53.63763826141144
ORC5_C,33.535,0.0,3442.0,53.62205951082723
Med15,33.49700000000001,0.0,3441.0,53.606480760243024
SLY,33.4662,24.06512522718301,3440.0,53.590902009658826
DFF40,33.457,0.0,3439.0,53.575323259074615
Exog_C,33.453,0.0,3438.0,53.55974450849041
TH1,33.425,0.0,3437.0,53.544165757906214
Pox_vIL-18BP,33.423,0.0,3436.0,53.52858700732202
PIG-L,33.422,0.0,3435.0,53.513008256737805
COG7,33.41,0.0,3434.0,53.4974295061536
ZFYVE21_C,33.394,0.0,3433.0,53.481850755569404
Serine_rich,33.39,37.49494729388786,3432.0,53.46627200498519
USP47_C,33.386,,3431.0,53.450693254400996
Sde2_N_Ubi,33.376,,3430.0,53.43511450381679
Anillin_N,33.35199999999999,0.0,3429.0,53.41953575323258
LIAS_N,33.342,0.0,3428.0,53.40395700264838
AMP_deaminase,33.336,19.668842501106496,3427.0,53.388378252064186
HIP1_clath_bdg,33.301,7.57132519066888,3426.0,53.37279950147998
XAP5,33.288000000000004,20.495357205962527,3425.0,53.35722075089577
Rrp44_CSD1,33.27384615384615,18.030084876145917,3423.5,53.333852625019475
OB_Dis3,33.27384615384615,18.030084876145917,3423.5,53.333852625019475
C2,33.268432989690666,50.517393521514215,3422.0,53.310484499143165
TBCC_N,33.231,,3421.0,53.29490574855896
S_locus_glycop,33.228,0.0,3420.0,53.27932699797476
LisH_TPL,33.218666666666664,17.127920247362198,3419.0,53.26374824739055
60KD_IMP,33.21633333333333,17.373686893306978,3418.0,53.248169496806355
GDA1_CD39,33.192904761904764,28.637526919943284,3417.0,53.23259074622215
RMMBL,33.18949999999999,0.8162461265638168,3416.0,53.21701199563794
Methyltrn_RNA,33.186,0.0,3415.0,53.20143324505374
USP8_dimer,33.17515384615385,2.9562432761348165,3414.0,53.185854494469545
DUF5128,33.174,0.0,3413.0,53.17027574388534
IntS14,33.171,0.0,3412.0,53.15469699330113
DUF1168,33.168,0.0,3411.0,53.13911824271693
RNA_pol_Rpb1_R,33.16748148148148,5.861823210291079,3410.0,53.123539492132736
DUF4604,33.164,,3409.0,53.107960741548524
WSN,33.15699999999999,0.0,3408.0,53.09238199096432
Nudix_hydro,33.107,0.0,3407.0,53.07680324038012
DUF3715,33.10666666666666,3.3434354088771245,3406.0,53.06122448979591
zf-C2H2_assoc2,33.065,0.0,3405.0,53.04564573921171
CCSMST1,33.04,,3404.0,53.03006698862751
Metal_resist,33.031,0.0,3402.5,53.0066988627512
DUF778,33.031,0.0,3402.5,53.0066988627512
RME-8_N,33.03,0.0,3401.0,52.9833307368749
Ski2_N,33.02,0.0,3400.0,52.9677519862907
TRIC,33.01971428571429,11.04670087574092,3399.0,52.95217323570649
DUF2012,33.01026666666666,24.001710305343014,3398.0,52.93659448512229
GCOM2,32.94833333333333,2.6252116740052274,3397.0,52.92101573453809
RhoGEF67_u2,32.93627272727273,1.1053405892220804,3395.5,52.89764760866178
RhoGEF67_u1,32.93627272727273,1.1053405892220804,3395.5,52.89764760866178
FCH,32.88372972972973,26.550071001427387,3394.0,52.87427948278548
Matrilin_ccoil,32.88371428571429,15.339506236232918,3393.0,52.85870073220127
Snapin_Pallidin,32.86307142857144,6.4324003470924245,3392.0,52.84312198161707
LIN9_C,32.856,0.0,3390.5,52.81975385574077
DIRP,32.856,0.0,3390.5,52.81975385574077
DUF1088,32.847625,18.868290072708156,3389.0,52.79638572986446
FGF-BP1,32.832,36.92667503309769,3388.0,52.78080697928026
CUB,32.82674873096441,48.385497877412604,3387.0,52.76522822869606
Pex19,32.8064,4.406395556461087,3386.0,52.74964947811185
Jnk-SapK_ap_N,32.796499999999995,26.628867882848912,3385.0,52.73407072752765
SIP1,32.792,0.0,3384.0,52.71849197694345
YbjQ,32.784,0.0,3383.0,52.702913226359236
AdenylateSensor,32.782333333333334,21.497059923006525,3382.0,52.68733447577504
z-alpha,32.77766666666666,36.07399968213487,3381.0,52.67175572519084
Uroplakin_II,32.751,,3380.0,52.65617697460664
CNOT1_HEAT,32.731,0.0,3377.0,52.60944072285403
DUF3819,32.731,0.0,3377.0,52.60944072285403
CNOT1_TTP_bind,32.731,0.0,3377.0,52.60944072285403
CNOT1_CAF1_bind,32.731,0.0,3377.0,52.60944072285403
Not1,32.731,0.0,3377.0,52.60944072285403
PDZ,32.711043528064025,63.532913157225174,3374.0,52.56270447110142
RNA_pol_Rpc34,32.698,,3373.0,52.54712572051721
Taxilin,32.69257142857142,22.28064751345992,3372.0,52.531546969933004
START,32.68126530612245,19.907910667805215,3371.0,52.51596821934881
UDG,32.668705882352945,8.616659153673668,3370.0,52.50038946876461
CTU2,32.652,0.0,3369.0,52.4848107181804
CarboxypepD_reg,32.64326168224304,22.99721890664847,3368.0,52.469231967596194
MR_MLE_N,32.633,0.0,3366.5,52.445863841719884
MR_MLE_C,32.633,0.0,3366.5,52.445863841719884
Use1,32.613,0.0,3365.0,52.42249571584359
DNA_ligase_IV,32.601,0.0,3364.0,52.406916965259384
Tristanin_u2,32.598,0.0,3363.0,52.39133821467517
zf-WRNIP1_ubi,32.58509374999999,5.755177715702138,3362.0,52.375759464090976
MPP6,32.585,0.0,3361.0,52.36018071350678
zf-C2HE,32.566,0.0,3359.5,52.33681258763047
KHA,32.566,0.0,3359.5,52.33681258763047
PIGA,32.556,0.0,3358.0,52.313444461754166
MCLC,32.549,0.0,3357.0,52.29786571116997
KTI12,32.54533333333333,7.323688164670403,3356.0,52.28228696058576
Symplekin_C,32.541,0.0,3355.0,52.26670821000155
UPF0552,32.536,0.0,3354.0,52.251129459417356
Striatin,32.52428571428572,9.693755336683124,3353.0,52.235550708833145
TRM13,32.483714285714285,4.4432730321346705,3352.0,52.21997195824895
GLTP,32.47977777777777,34.401325918406755,3351.0,52.204393207664744
Peptidase_M15,32.45,0.0,3349.5,52.181025081788434
Med6,32.45,0.0,3349.5,52.181025081788434
YTH,32.43190476190477,17.63232062124768,3348.0,52.15765695591214
UPF0220,32.427200000000006,17.079534425738895,3347.0,52.142078205327934
Hist_deacetyl,32.41283750000004,28.7111360256722,3346.0,52.12649945474372
IL4,32.4,0.0,3345.0,52.110920704159525
Abi_HHR,32.39453846153846,13.283872450051252,3344.0,52.09534195357533
PAPS_reduct,32.392,0.0,3343.0,52.07976320299112
LapA_dom,32.388600000000004,1.1748301153783913,3342.0,52.06418445240691
Fe-S_biosyn,32.3535,10.183881398235808,3341.0,52.048605701822716
RII_binding,32.34363636363637,28.414431340889724,3340.0,52.033026951238504
AP3B1_C,32.336999999999996,24.41036938133738,3339.0,52.0174482006543
zf-UBP,32.33051666666667,37.34422927692916,3338.0,52.0018694500701
VKG_Carbox,32.328,0.0,3337.0,51.98629069948589
MTA_R1,32.31305263157895,10.303594396960511,3336.0,51.970711948901695
YfiO,32.308400000000006,21.170024570132174,3335.0,51.95513319831749
Glypican,32.296499999999995,17.678885262238243,3334.0,51.93955444773329
DUF4578,32.285,0.0,3333.0,51.92397569714908
AreA_N,32.274,,3332.0,51.908396946564885
zf-AN1,32.27185915492961,18.56238402737857,3331.0,51.89281819598068
Beta-Casp,32.27131034482758,2.176822587814114,3330.0,51.87723944539647
Gemini_mov,32.26,0.0,3329.0,51.86166069481227
CLAMP,32.253571428571426,38.432197776765,3328.0,51.846081944228075
PMP22_Claudin,32.242451612903245,50.65013781272899,3327.0,51.830503193643864
TBC1D23_C,32.234,0.0,3326.0,51.81492444305966
NatB_MDM20,32.211,0.0,3325.0,51.79934569247546
UME,32.210375,53.23166727733596,3324.0,51.783766941891265
UCR_6-4kD,32.207,,3323.0,51.768188191307054
DUF3013,32.192,0.0,3322.0,51.75260944072285
SSF,32.17877777777776,18.893337733654914,3321.0,51.73703069013865
TruD,32.153000000000006,12.729522741672968,3320.0,51.72145193955444
RIO1,32.14955555555556,5.263429564245899,3319.0,51.705873188970244
NPDC1,32.136,0.0,3318.0,51.69029443838604
BCAS3,32.0876,15.31977311376193,3317.0,51.67471568780183
AChE_tetra,32.083,33.27506667912177,3316.0,51.65913693721763
Arb2,32.05700000000001,0.0,3315.0,51.643558186633435
APOBEC2,32.050666666666665,61.16208025457168,3314.0,51.62797943604922
Lipid_DES,32.00966666666667,18.294497979811673,3313.0,51.61240068546502
BLOC1S3,32.006,0.0,3312.0,51.59682193488082
DUF5921,31.96,0.0,3310.0,51.56566443371241
TFIIIC_delta,31.96,0.0,3310.0,51.56566443371241
zf-TFIIIC,31.96,0.0,3310.0,51.56566443371241
BAF250_C,31.945571428571434,5.682666124779311,3308.0,51.53450693254401
SURF1,31.928,0.0,3307.0,51.5189281819598
RWD,31.925545454545443,14.83451456547314,3306.0,51.5033494313756
POLO_box,31.910210526315794,34.84179527135469,3305.0,51.4877706807914
DUF948,31.9085,15.788797811528696,3304.0,51.47219193020719
zf-NF-X1,31.908166666666666,0.001504893977113619,3303.0,51.45661317962299
RNB,31.87421428571428,18.097045981547424,3302.0,51.44103442903879
Gasdermin,31.864749999999987,16.887827098495997,3301.0,51.42545567845459
CCDC117,31.863,0.0,3300.0,51.40987692787038
PSS,31.862599999999997,3.4227182618497864,3299.0,51.39429817728618
RMI1_C,31.825,0.0,3298.0,51.37871942670198
CAF1-p150_N,31.819,,3295.5,51.33977255024147
CAF1A,31.819,,3295.5,51.33977255024147
CAF-1_p150,31.819,,3295.5,51.33977255024147
CAF1-p150_C2,31.819,,3295.5,51.33977255024147
Agouti,31.8185,4.215063522653009,3293.0,51.300825673780956
zf_C2HC,31.763999999999996,23.886394223490495,3292.0,51.28524692319676
Aquarius_N,31.742,0.0,3291.0,51.26966817261256
ABATE,31.74,0.0,3290.0,51.25408942202835
CPSF100_C,31.729,0.0,3289.0,51.238510671444146
UT,31.725153846153837,14.360132705086409,3288.0,51.22293192085995
Adeno_E3_CR2,31.710857142857144,26.341139784429547,3287.0,51.20735317027574
NICE-1,31.705,,3286.0,51.19177441969154
SNX17_FERM_C,31.69414285714286,20.74456586216072,3285.0,51.17619566910734
Pilt,31.693,0.0,3284.0,51.160616918523125
REV,31.689,26.26750378465611,3283.0,51.14503816793893
BMP2K_C,31.667,0.0,3282.0,51.12945941735473
HSCB_C,31.654,0.0,3280.5,51.106091291478414
HscB_4_cys,31.654,0.0,3280.5,51.106091291478414
BORG_CEP,31.651631578947367,10.328489204410005,3279.0,51.08272316560212
WASH-7_C,31.644000000000002,0.0,3277.0,51.05156566443371
WASH-7_N,31.644000000000002,0.0,3277.0,51.05156566443371
WASH-7_mid,31.644000000000002,0.0,3277.0,51.05156566443371
Gln-synt_N,31.603600000000007,62.27807088213314,3275.0,51.02040816326531
PLA2G12,31.5985,2.870999999999999,3274.0,51.0048294126811
SYMPK_PTA1_N,31.59488888888888,0.8707609173380446,3273.0,50.98925066209689
CHDCT2,31.58545454545455,40.03646985803296,3272.0,50.973671911512696
TF_Zn_Ribbon,31.575000000000003,15.201194330013134,3271.0,50.958093160928485
zf-CCCH,31.54950434782612,24.17171491990819,3270.0,50.94251441034429
F5_F8_type_C,31.482614173228363,41.96777617903346,3269.0,50.92693565976008
Neuropeptide_S,31.481,,3268.0,50.911356909175886
ROK,31.473,,3267.0,50.895778158591675
DUF2367,31.461,,3266.0,50.88019940800748
DUF3512,31.450249999999997,3.7480910855679963,3265.0,50.86462065742327
REV1_C,31.444333333333343,43.79466288335448,3264.0,50.84904190683906
PDCD7,31.438,0.0,3263.0,50.833463156254865
DUF5601,31.41836363636363,13.8038125043245,3262.0,50.81788440567067
AMPKBI,31.41225,5.3695,3260.5,50.79451627979436
AMPK1_CBM,31.41225,5.3695,3260.5,50.79451627979436
DUF4620,31.406,0.0,3259.0,50.771148153918055
HAUS-augmin3,31.405,0.0,3258.0,50.755569403333844
Apyrase,31.390999999999995,0.0,3257.0,50.73999065274965
PBD,31.37017647058824,21.871880405402624,3256.0,50.72441190216544
RNase_P_Rpp14,31.3675,1.4290628047780132,3255.0,50.708833151581246
MTCP1,31.342124999999996,24.392709077201737,3254.0,50.693254400997034
CDC50,31.328000000000003,22.379828484597464,3253.0,50.67767565041284
Med22,31.3,0.0,3252.0,50.66209689982863
PARM,31.26,0.0,3251.0,50.64651814924442
N2227,31.249,0.0,3250.0,50.630939398660225
Thioredox_DsbH,31.245,0.0,3249.0,50.61536064807603
UPF0020,31.24169230769231,10.374044979214673,3248.0,50.599781897491816
KLRAQ,31.238,0.0,3246.0,50.568624396323415
TTKRSYEDQ,31.238,0.0,3246.0,50.568624396323415
TMEM175,31.238,0.0,3246.0,50.568624396323415
TAF,31.23609090909091,0.8254028658231618,3244.0,50.537466895155006
GlcNAc_2-epim,31.2254,0.04057585488933158,3243.0,50.5218881445708
Fox-1_C,31.217529411764705,16.09770647917603,3242.0,50.506309393986605
BCL_N,31.216000000000005,5.5747201902875805,3241.0,50.490730643402394
Tau95,31.201,0.0,3239.5,50.46736251752609
Tau95_N,31.201,0.0,3239.5,50.46736251752609
DUF4559,31.199,,3238.0,50.44399439164978
UPF0515,31.198,0.0,3237.0,50.428415641065584
IL11,31.195,0.0,3236.0,50.41283689048138
Hid1,31.157,0.0,3235.0,50.39725813989718
Y_phosphatase3,31.151000000000003,0.0,3234.0,50.38167938931297
DUF3452,31.13305263157895,8.128780224702869,3233.0,50.366100638728774
GatB_Yqey,31.125,0.0,3231.5,50.342732512852464
GatB_N,31.125,0.0,3231.5,50.342732512852464
FtsJ,31.072000000000003,15.506119987244505,3230.0,50.31936438697616
Thg1C,31.048,0.0,3228.5,50.29599626109986
Thg1,31.048,0.0,3228.5,50.29599626109986
Rib_hydrolayse,31.039142857142856,3.782588682748513,3227.0,50.27262813522355
ELYS,31.033,0.0,3226.0,50.25704938463935
GGA_N-GAT,31.016041666666666,7.283085582833974,3225.0,50.24147063405514
FBA,31.013500000000004,35.414594746212494,3224.0,50.22589188347094
Peptidase_C14,31.009862745098033,27.901022401352687,3223.0,50.21031313288674
SUFU_C,30.998,,3221.5,50.18694500701043
SUFU,30.998,,3221.5,50.18694500701043
CopK,30.990272727272735,13.275758359389993,3220.0,50.163576881134134
Alba,30.99,21.159463320226248,3219.0,50.14799813054993
CAAP1,30.977999999999998,0.0,3218.0,50.13241937996572
MAP7,30.94949999999999,9.736103655980662,3217.0,50.11684062938152
MgsA_C,30.943,,3216.0,50.101261878797324
HMMR_C,30.935599999999997,9.178155617707574,3215.0,50.08568312821311
tRNA_U5-meth_tr,30.9195,11.677000000000001,3214.0,50.07010437762891
TLD,30.896818181818187,10.810651747395399,3213.0,50.05452562704471
BRCT,30.89005645161289,47.01489175398646,3212.0,50.038946876460514
Radical_SAM_C,30.884000000000007,0.0,3211.0,50.0233681258763
AKAP7_NLS,30.88233333333333,20.011905044626598,3210.0,50.0077893752921
SMK-1,30.863142857142858,4.947176987217775,3209.0,49.992210624707894
Acetyltransf,30.849836734693866,29.45809588498459,3208.0,49.9766318741237
Myc_N,30.8411,19.686922678378266,3207.0,49.961053123539486
DUF3504,30.830692307692313,13.131130907025332,3206.0,49.94547437295528
DUF4518,30.83,0.0,3205.0,49.929895622371085
KN17_SH3,30.815,0.0,3203.5,49.90652749649478
Kin17_mid,30.815,0.0,3203.5,49.90652749649478
Glyco_hydro38C2,30.80175,6.608752146344891,3202.0,49.88315937061847
PRP4,30.7955,26.842221300282386,3201.0,49.86758062003427
N6-adenineMlase,30.791,5.090000000000001,3200.0,49.85200186945007
TMEM220,30.788,0.0,3199.0,49.836423118865866
LIDHydrolase,30.781000000000002,0.0,3198.0,49.82084436828166
TraH,30.769,0.0,3197.0,49.80526561769746
TNFR_16_TM,30.763,,3196.0,49.789686867113254
Rogdi_lz,30.759999999999998,0.0,3195.0,49.77410811652906
VWC,30.746980582524284,49.49393785495215,3194.0,49.758529365944845
DUF4512,30.743,,3193.0,49.74295061536064
Ariadne,30.71215384615385,13.253824836917541,3192.0,49.727371864776444
PIGO_PIGG,30.706384615384607,0.09235758267150013,3191.0,49.71179311419224
OAS1_C,30.70256521739131,7.264674458238975,3190.0,49.696214363608036
NUSAP,30.644,0.0,3189.0,49.68063561302383
SAP130_C,30.640999999999995,0.0,3188.0,49.66505686243963
PET117,30.636,,3187.0,49.64947811185543
FHA,30.63480327868853,21.53062914046223,3186.0,49.63389936127122
CENP-N,30.633,0.0,3185.0,49.61832061068702
PS_Dcarbxylase,30.618000000000002,0.0,3184.0,49.60274186010282
Sulfatase_C,30.59567857142858,20.02844561571731,3183.0,49.58716310951861
TBP,30.59127272727272,6.538778101827211,3182.0,49.57158435893441
XPA_N,30.59,0.0,3181.0,49.556005608350205
Sulfatase,30.560350877192988,22.701040210190516,3180.0,49.54042685776601
IMD,30.543680000000005,14.48900653576129,3179.0,49.5248481071818
PAXNEB,30.524,0.0,3178.0,49.5092693565976
ORC3_N,30.522,0.0,3176.0,49.47811185542919
ORC3_ins,30.522,0.0,3176.0,49.47811185542919
ORC_WH_C,30.522,0.0,3176.0,49.47811185542919
LysM,30.467666666666663,11.562021868902072,3174.0,49.44695435426078
Ints3_N,30.467,0.0,3173.0,49.43137560367658
Topoisom_bac,30.463142857142852,4.840705509383053,3172.0,49.41579685309238
PRP21_like_P,30.445000000000007,68.28841242455901,3171.0,49.40021810250818
NHS,30.43592307692307,30.026817606548367,3170.0,49.38463935192397
Flavoprotein,30.428000000000004,0.0,3169.0,49.36906060133977
RPAP2_Rtr1,30.426,,3168.0,49.353481850755564
Lipase,30.413,39.53882551407234,3167.0,49.33790310017137
COG5,30.41,0.0,3166.0,49.32232434958716
HR1,30.406878787878792,12.386876224853804,3165.0,49.30674559900295
APP_E2,30.402625000000004,21.687030812215855,3162.5,49.26779872254245
APP_Cu_bd,30.402625000000004,21.687030812215855,3162.5,49.26779872254245
APP_amyloid,30.402625000000004,21.687030812215855,3162.5,49.26779872254245
APP_N,30.402625000000004,21.687030812215855,3162.5,49.26779872254245
HSL_N,30.360000000000003,0.0,3160.0,49.22885184608194
NOT2_3,30.358583333333325,3.1072348663229103,3159.0,49.21327309549774
Acid_PPase,30.343,,3158.0,49.197694344913536
COG6,30.341,0.0,3157.0,49.18211559432933
Sin3a_C,30.33327272727272,5.692539979497888,3156.0,49.16653684374513
PV-1,30.327,0.0,3155.0,49.150958093160924
CEP170_C,30.294,8.453175438851368,3154.0,49.13537934257673
Med31,30.292,0.0,3153.0,49.119800591992515
RFamide_26RFa,30.273,,3152.0,49.10422184140832
Form_Nir_trans,30.27,0.0,3151.0,49.088643090824114
Mlh1_C,30.255,0.0,3150.0,49.07306434023991
Sdh5,30.23483333333333,11.755509523906936,3149.0,49.057485589655705
CDO_I,30.232,,3148.0,49.0419068390715
CIDE-N,30.21353846153846,18.31449409900705,3147.0,49.026328088487304
DUF4630,30.207,,3146.0,49.0107493379031
BHD,30.197,0.0,3145.0,48.995170587318896
ZZ,30.181800000000027,20.03257742480863,3144.0,48.97959183673469
Glyco_transf_7N,30.16895238095238,18.599673648954678,3143.0,48.96401308615049
IL33,30.146,,3142.0,48.94843433556629
SGP,30.13818181818182,14.173924980880784,3141.0,48.93285558498208
Telomere_reg-2,30.135,0.0,3140.0,48.917276834397875
CEP44,30.131,0.0,3139.0,48.90169808381368
GLE1,30.099,,3138.0,48.88611933322947
TRAF_BIRC3_bd,30.0956,2.6774677962582465,3137.0,48.87054058264527
RTT107_BRCT,30.094437499999998,18.149183768492183,3136.0,48.854961832061065
mit_SMPDase,30.068,0.0,3135.0,48.83938308147686
APG6,30.06299999999999,0.0,3133.5,48.81601495560056
BH3,30.06299999999999,0.0,3133.5,48.81601495560056
Zip,30.04212903225809,18.99727538487168,3132.0,48.79264682972425
Folate_rec,30.026227272727287,23.46216119613678,3131.0,48.77706807914005
Mtp,30.0134,20.323714333261034,3130.0,48.76148932855585
CCDC14,30.011,0.0,3129.0,48.74591057797165
RFC1,29.994,0.0,3128.0,48.73033182738744
ANAPC3,29.979400000000012,22.50949568400297,3127.0,48.714753076803234
GIDA_C,29.971,0.0,3125.5,48.69138495092693
GIDA,29.971,0.0,3125.5,48.69138495092693
YEATS,29.967714285714287,11.214584235335192,3124.0,48.66801682505063
ATP-synt_S1,29.950000000000003,10.099775443048227,3123.0,48.652438074466424
HARP,29.93799999999999,0.0,3122.0,48.63685932388222
NEMO,29.926000000000005,12.28978155905266,3121.0,48.62128057329802
B56,29.915058823529414,12.754754684384315,3120.0,48.60570182271381
DWNN,29.879,0.0,3119.0,48.590123072129614
LIP1,29.873,0.0,3118.0,48.57454432154541
UPF0183,29.865,0.0,3117.0,48.558965570961206
Cyclin_N2,29.8625,36.14941997459987,3116.0,48.543386820377
GalP_UDP_tr_C,29.8496,5.106738518859177,3114.5,48.5200186945007
GalP_UDP_transf,29.8496,5.106738518859177,3114.5,48.5200186945007
EIF4E-T,29.844,0.0,3113.0,48.496650568624396
XRN_M,29.832272727272724,9.542693058994502,3112.0,48.48107181804019
MAS20,29.793333333333333,37.809514428690214,3111.0,48.46549306745599
Doppel,29.771,,3110.0,48.449914316871784
TMEM_230,29.75514285714286,4.200812200379487,3109.0,48.43433556628758
ACC_central,29.73637500000001,7.351499999999998,3108.0,48.418756815703375
Med27,29.734,,3107.0,48.40317806511917
PAP_assoc,29.709291666666687,27.040726678796478,3106.0,48.387599314534974
Hira,29.70230769230769,8.128668273305037,3105.0,48.37202056395077
USP8_interact,29.702,0.0,3104.0,48.356441813366565
CARD,29.701173469387733,33.72841163596445,3103.0,48.34086306278236
Med30,29.667,,3102.0,48.32528431219816
CoA_transf,29.66457142857143,9.55672748830447,3101.0,48.30970556161396
TBCC,29.661749999999998,23.87201818552424,3100.0,48.294126811029756
NopRA1,29.659,,3098.5,48.270758685153446
Npa1,29.659,,3098.5,48.270758685153446
PP1_bind,29.657333333333337,17.904786548108675,3097.0,48.24739055927714
Mog1,29.657,,3096.0,48.231811808692946
TMEM135_C_rich,29.635,0.0,3095.0,48.216233058108735
Tim54,29.604571428571433,25.54108784460275,3094.0,48.20065430752453
PD-C2-AF1,29.594,0.0,3093.0,48.18507555694033
PNK3P,29.585000000000004,0.0,3092.0,48.16949680635613
Met_synt_B12,29.574,0.0,3090.5,48.14612868047982
Pterin_bind,29.574,0.0,3090.5,48.14612868047982
Cohesin_load,29.562,0.0,3089.0,48.122760554603516
