Gn,Mean-copy-number,mean,std
UBA2,145.124,145.124,0.0
AOX1,151.365,151.365,0.0
ATMIN,7.088,7.088,0.0
POFUT1,123.159,123.159,
LAS1L,63.876,63.876,
KLF2,12.789,12.789,0.0
EIF2B2,54.451,54.451,0.0
UBE2G1,75.403,75.403,0.0
OR13C9,3.328,3.328,
OTUD4,31.904,31.904,0.0
SULT4A1,36.039,36.039,0.0
CLLU1-AS1,26.828,26.828,
DTNBP1,32.496,32.496,0.0
OR5D13,0.929,0.929,
RNF13,37.476,37.476,0.0
LIPC,18.112,18.112,0.0
CRYGA,112.191,112.191,
MYO9B,25.319,25.319,0.0
EXTL2,32.914,32.914,0.0
DACT2,5.034,5.034,
PIWIL3,5.099,5.099,0.0
CXCR6,3.075,3.075,
MC1R,350.556,350.556,0.0
HACE1,8.75,8.75,0.0
NAPB,84.85,84.85,0.0
PWWP3B,5.413,5.413,
ZNF823,3.659,3.659,0.0
OR14A2,0.199,0.199,
SWT1,1.316,1.316,0.0
IRX4,1.855,1.855,0.0
OR8B4,1.183,1.183,
VWC2,3.161,3.161,
COG8,20.805,20.805,
OR4B1,2.52,2.52,
SLC6A3,1.471,1.471,
ZNF879,0.349,0.349,0.0
WDR62,33.373,33.373,
GJB2,6.117,6.117,
IFT122,16.228,16.228000000000005,0.0
RAET1E,17.369,17.369,0.0
ZNF512B,18.441,18.441,
DEFB123,119.914,119.914,
HASPIN,21.89,21.89,
FGF5,10.792,10.792,0.0
KDM4C,8.524,8.524,0.0
LINGO3,12.079,12.079,
PLS1,59.402,59.401999999999994,0.0
ACBD3,79.258,79.258,
SEC24D,94.192,94.192,0.0
TRIB1,11.909,11.909,0.0
OR2G6,40.351,40.351,
ZDHHC11B,3.419,3.419,0.0
RYR1,1.176,1.176,0.0
LELP1,25.14,25.14,
RRAGB,30.892,30.892,
RPE,81.939,81.93899999999998,0.0
GPR87,1.15,1.15,
TDRD10,13.78,13.78,
OR5T2,0.633,0.633,
TADA2A,20.932,20.932,0.0
CTRC,256.356,256.356,
NPIPA8,0.704,0.704,0.0
BBOF1,2.094,2.094,0.0
GJA9,2.878,2.878,
IDNK,40.727,40.727,0.0
RFXAP,28.681,28.681,
RHBDF1,12.045,12.045,0.0
MFI,4.479,4.479,
RNF34,20.695,20.694999999999997,0.0
VNN3,2.755,2.755,0.0
B3GNT8,10.905,10.905,
TUT4,19.813,19.812999999999995,0.0
GPRASP1,4.352,4.352,
CCDC117,31.863,31.863,0.0
DGCR6,0.441,0.441,0.0
SAC3D1,27.36,27.36,0.0
FADS1,50.063,50.062999999999995,0.0
SEC14L4,6.959,6.959,0.0
RPA2,151.784,151.784,0.0
CUL4B,47.515,47.515,0.0
ARHGAP15,25.549,25.548999999999996,0.0
PLEKHH1,1.767,1.767,0.0
KRTAP20-3,1.732,1.732,
ANTKMT,12.613,12.613,0.0
KRTAP10-12,25.696,25.696,
ARHGEF4,5.247,5.247,0.0
IP6K1,25.139,25.139,0.0
MYOF,101.524,101.524,0.0
GRTP1,15.616,15.616,0.0
EXOC6,19.637,19.637,0.0
CDKN2D,32.112,32.112,
EXOC3,45.397,45.397,0.0
NLRX1,35.339,35.339,0.0
FAM27D1,7.79,7.79,
ACOT4,3.506,3.506,
RFC1,29.994,29.994,0.0
SLC5A2,42.26,42.26,0.0
UBR5,28.902,28.901999999999997,0.0
GTF2A1,53.172,53.172,0.0
PHACTR2,11.607,11.607,0.0
WAC,30.65,30.650000000000002,0.0
ZNF620,2.354,2.354,0.0
TUFT1,22.398,22.398,
FAM133A,15.236,15.236,
DKK2,22.771,22.771,0.0
GNAZ,41.132,41.132,
SH3BP2,3.766,3.765999999999999,0.0
TLR4,1.872,1.872,
FANK1,3.44,3.44,0.0
RAP1A,349.672,349.672,0.0
AMMECR1,43.833,43.833,
PRR33,0.626,0.626,
CDX1,20.185,20.185,0.0
SDHAF1,18.289,18.289,
CPA5,1.872,1.872,0.0
CBX4,27.273,27.273,0.0
ID1,39.304,39.304,
MYADM,203.435,203.435,0.0
NCBP2,140.984,140.984,0.0
PAQR8,1.926,1.926,0.0
POLR3E,34.132,34.132,0.0
SLC25A45,11.675,11.675,0.0
ZNF503,43.974,43.974,
TAF4,21.034,21.034,0.0
NCOR2,21.665,21.664999999999996,0.0
SZRD1,40.44,40.44,
UBQLN2,114.35,114.35,
ZNF775,10.151,10.151,0.0
PLBD2,45.944,45.944,0.0
TANC2,16.685,16.685,0.0
VCPIP1,27.79,27.79,
PSMB9,101.731,101.731,0.0
CCDC190,18.806,18.806,
RGL3,3.577,3.5769999999999995,0.0
LACTB2,114.289,114.289,
ANKRD44,32.87,32.87,0.0
FAM71F2,2.123,2.123,0.0
PNO1,84.027,84.027,0.0
SMIM13,175.337,175.337,
OR8A1,15.407,15.407,
SDHD,44.953,44.953,0.0
LIPE,30.36,30.360000000000003,0.0
VSIG10,3.078,3.078,0.0
BASP1,866.574,866.574,0.0
ASAP1,23.657,23.657,0.0
ONECUT2,6.434,6.434,
ZNF106,15.591,15.590999999999998,0.0
KCNIP3,4.843,4.843,0.0
NAT9,20.966,20.966000000000005,0.0
ARHGEF6,36.269,36.269,
NT5C2,52.214,52.214,0.0
GYPA,103.565,103.56500000000001,0.0
OSBPL2,29.776,29.776,0.0
PTGR2,55.028,55.028,0.0
ADGRA3,7.106,7.105999999999999,0.0
APBB2,8.992,8.992000000000003,0.0
CDC27,38.449,38.449000000000005,0.0
CLEC4F,2.217,2.217,
MTR,29.574,29.574,0.0
CCDC168,1.593,1.593,
LILRB3,10.084,10.084,0.0
SIRT3,38.66,38.660000000000004,0.0
VPS8,17.686,17.686000000000003,0.0
ZNF500,13.184,13.184000000000001,0.0
ZNF625-ZNF20,2.509,2.509,
ALKBH8,10.598,10.598,0.0
AKAP7,13.715,13.715,0.0
ID2,10.918,10.918,
MAPK1IP1L,218.436,218.436,
MLLT10,11.953,11.952999999999998,0.0
MOSMO,0.003,0.003,0.0
PNPLA6,51.649,51.649,0.0
SCARB2,106.071,106.071,0.0
ZNF516-DT,26.6,26.6,
FAM219B,10.822,10.822000000000001,0.0
RPL32,813.85,813.85,0.0
PSG11,27.731,27.731,
UGGT1,120.528,120.528,0.0
LRRC8A,32.521,32.521,
RTKN2,10.985,10.985,
TEX36,5.039,5.039,0.0
GIPR,3.027,3.0269999999999997,0.0
FXR1,77.444,77.444,0.0
MANSC1,14.34,14.339999999999998,0.0
OR8B3,3.339,3.339,
CHMP2B,92.38,92.38,0.0
SHISA3,17.366,17.366,
ISOC1,189.338,189.338,0.0
OR6N1,3.575,3.575,
SH3BGRL,467.421,467.421,
ANAPC4,26.263,26.263,0.0
IRS1,13.577,13.577,
NR5A2,3.414,3.414,0.0
OR10H3,0.0,0.0,
COL8A1,8.484,8.484,0.0
HLCS,14.651,14.651,0.0
DNMBP,17.974,17.974,
TMEM256,171.736,171.736,0.0
KCNK7,0.474,0.474,0.0
TUBB8B,208.074,208.074,
DTX1,7.185,7.185,
LCE1B,14.835,14.835,
ATIC,296.789,296.789,0.0
CHPT1,28.777,28.776999999999997,0.0
TAPBPL,21.946,21.946,0.0
RAB5B,155.17,155.17,0.0
DESI1,67.691,67.691,
RAE1,102.867,102.867,0.0
SLC1A2,358.274,358.27400000000006,0.0
SLC7A3,3.025,3.025,
PGBD2,3.497,3.497,
OR3A2,13.097,13.097,
TEX11,6.954,6.954,
BDNF,5.268,5.268,0.0
ACTL9,7.81,7.81,
D2HGDH,28.639,28.639000000000003,0.0
POLR1A,25.969,25.969000000000005,0.0
BLVRA,213.625,213.625,0.0
OR9A4,3.938,3.938,
GID4,27.421,27.421,0.0
ZNF519,13.268,13.268,
AK3,270.611,270.611,
VNN2,19.526,19.526000000000003,0.0
SMURF1,6.726,6.726,
WRN,12.393,12.393,
XRCC1,53.553,53.553,0.0
ANKRD20A8P,0.913,0.913,
CBLC,10.777,10.777,
FOXI1,3.558,3.558,
KCTD10,21.594,21.593999999999998,0.0
RDX,471.918,471.918,0.0
ROS1,1.578,1.578,0.0
UGT3A1,6.014,6.014,0.0
URM1,91.426,91.426,
WBP4,38.215,38.215,
GABRG2,5.603,5.603,0.0
GABRP,1.699,1.699,0.0
NHLH1,6.611,6.611,
S100A2,424.588,424.588,0.0
LRRN4CL,28.58,28.58,
GABARAPL2,89.805,89.805,0.0
AMN,43.86,43.86,0.0
PREB,51.549,51.549,0.0
IL1B,15.998,15.998,0.0
PLA2G15,30.298,30.298,0.0
PINLYP,6.75,6.75,
GJD2,14.5,14.5,
ST3GAL6,15.879,15.879,0.0
TMEM254,66.227,66.227,0.0
SNRNP27,58.944,58.944,0.0
FAM228B,1.825,1.825,
KRTAP2-1,10.917,10.917,
RYBP,530.258,530.258,
ANKRD31,3.964,3.964,0.0
IL26,11.649,11.649,
TGFB3,2.45,2.45,
TMEM201,27.824,27.824,0.0
PLEKHM1,12.11,12.11,0.0
SCNN1D,4.702,4.702,0.0
RAB14,346.45,346.45,0.0
OR1J2,0.638,0.638,
PHC3,26.047,26.047,0.0
FIP1L1,72.443,72.443,0.0
SLC9A3R1,368.209,368.209,0.0
BVES,53.983,53.983,
SUN2,83.996,83.996,0.0
NCL,976.61,976.61,0.0
PRSS48,5.598,5.598,
NTM,35.783,35.783,
RNASEK-C17orf49,80.792,80.792,
APOLD1,7.219,7.219,0.0
GRK4,2.761,2.761,
ASB18,6.793,6.793,
HBEGF,8.783,8.783,
OR4A5,10.981,10.981,
CEP164,17.608,17.608,0.0
RRAD,18.34,18.34,0.0
ATP13A1,39.373,39.373,
MAB21L3,2.44,2.44,
DNAJC17,38.013,38.013,0.0
OR10G3,2.088,2.088,
SLC5A11,4.926,4.926,0.0
TOR1AIP2,42.44,42.44,
TRIM4,80.358,80.358,
SSBP3,16.447,16.447,0.0
MAF1,23.143,23.143,0.0
JAK1,21.616,21.616,
NUDT14,29.692,29.692,
KCNJ10,8.611,8.611,
MFF,46.556,46.55599999999999,0.0
RHBDF2,20.851,20.851,0.0
VPS51,47.21,47.209999999999994,0.0
OR52N2,3.211,3.211,
TMX1,234.359,234.359,0.0
FUT3,8.437,8.437,0.0
PVRIG,9.418,9.418,
RUNDC1,18.323,18.323,0.0
SRSF1,718.35,718.35,0.0
OR2T4,9.522,9.522,
NKAPL,2.622,2.622,
BABAM2,41.45,41.45,0.0
PDLIM2,59.166,59.16599999999998,0.0
NTMT1,78.403,78.403,0.0
OR10H4,5.157,5.157,
FAM20C,4.633,4.633,
MBTPS2,5.58,5.58,0.0
PLXNA4,16.42,16.42,
S100A4,571.925,571.925,
TTC3,15.261,15.260999999999997,0.0
NBPF11,0.813,0.8130000000000001,0.0
FAM216A,10.063,10.063,0.0
LY6G6D,31.209,31.209,0.0
POLD1,28.94,28.940000000000005,0.0
SSX9P,1.713,1.713,
KHDC1L,24.136,24.136,
TCN2,8.457,8.457,0.0
KLHL3,3.657,3.657,0.0
ARPIN-AP3S2,24.326,24.326,
EDDM3A,3.248,3.248,
MT-CYB,62.033,62.033,
NME8,1.87,1.87,0.0
OGDH,191.383,191.383,0.0
EFCAB14,14.523,14.523,
SPDYE1,1.65,1.65,
FANCD2OS,4.309,4.309,0.0
ZWINT,15.127,15.127,0.0
PJVK,10.939,10.939,0.0
PRG4,47.206,47.206,0.0
ADGRF3,3.199,3.199,
PHC1,12.274,12.274,0.0
SUGP2,40.557,40.55700000000001,0.0
TBC1D29P,4.772,4.772,
DRICH1,28.275,28.275,
DDX3Y,68.841,68.841,0.0
PKNOX1,21.088,21.088,0.0
EPHA7,4.465,4.465,
CAAP1,30.978,30.977999999999998,0.0
HTR3C,15.632,15.632,
BBS12,3.917,3.917,0.0
MTMR7,1.829,1.829,0.0
THAP7,6.74,6.74,
CBX8,23.633,23.633,0.0
SPHK1,10.65,10.65,0.0
NHS,7.65,7.650000000000001,0.0
FAM86C1P,4.921,4.921,0.0
MRPS23,93.64,93.64,0.0
MT-CO2,514.424,514.424,
OCEL1,11.67,11.67,0.0
SNAPC2,0.96,0.96,0.0
PDGFD,3.631,3.631,0.0
CDK4,45.631,45.63099999999999,0.0
DNAH10OS,0.021,0.021,
CSRP1,1667.912,1667.912,0.0
ITGB7,7.389,7.389,0.0
MRI1,58.5,58.5,
TCEA2,17.596,17.596,0.0
ZFYVE26,9.609,9.609,0.0
BTBD7,4.165,4.165,0.0
PCDH17,5.466,5.466,0.0
CBFB,122.851,122.851,0.0
SYTL1,23.886,23.886,0.0
TCEA3,17.87,17.87,0.0
RAB11FIP3,3.598,3.5980000000000003,0.0
WNT1,4.307,4.307,0.0
NOBOX,4.809,4.809,
MARVELD1,15.502,15.502,
ATP5MGL,95.173,95.173,
FGF19,0.691,0.691,
SLC46A3,8.64,8.64,
IL20RA,2.988,2.988,0.0
DDX6,78.013,78.013,0.0
IL17RD,1.605,1.605,0.0
INTS8,33.204,33.204,0.0
POLR2H,111.254,111.254,0.0
SYT14,6.671,6.671,0.0
TREX1,23.283,23.283,0.0
ATAD2B,37.532,37.532,0.0
LY6G5B,10.647,10.647,
PPARD,3.415,3.415,
ACTR3C,27.903,27.903,0.0
IL23R,7.522,7.522,
DHCR7,131.473,131.47299999999998,0.0
KRTAP21-2,0.412,0.412,
TRPA1,4.006,4.006,0.0
EIF1,149.002,149.002,0.0
PPA1,694.856,694.856,0.0
CASTOR2,23.42,23.42,
C19orf12,19.115,19.115,0.0
ZNF221,6.524,6.524,
CRYBA2,278.02,278.02,0.0
IMMT,252.376,252.376,0.0
CHODL,4.648,4.648,0.0
LANCL1,134.763,134.763,0.0
ZNF552,4.103,4.103,
TET2,8.373,8.373,0.0
MISP3,13.873,13.873,0.0
P4HB,1301.062,1301.062,0.0
KRTAP9-7,12.797,12.797,
MT2A,116.942,116.942,0.0
PDZD7,11.22,11.22,0.0
ABCA13,9.211,9.211,0.0
ACTC1,1922.573,1922.573,
CTSC,166.896,166.896,0.0
EZH1,7.268,7.268,0.0
LPCAT2,27.598,27.598,0.0
GPR152,0.936,0.936,
PTGER4,7.966,7.966,
SPINT4,2.876,2.876,
TMEM248,14.335,14.335000000000003,0.0
SDHD,20.742,20.742,0.0
CCDC34,8.105,8.105,
ENPEP,45.091,45.091,0.0
MPG,45.688,45.688,0.0
C7orf31,3.922,3.922,0.0
VILL,13.695,13.694999999999999,0.0
CCDC189,1.254,1.254,0.0
FOLH1B,28.935,28.935,
GSDMA,52.432,52.432,0.0
ZNF841,4.727,4.727,0.0
C8orf44,0.193,0.193,
LY6D,103.452,103.452,
RUFY4,3.981,3.981,0.0
TMPRSS13,16.333,16.333,
MTREX,52.722,52.722,0.0
RNF149,41.479,41.479,0.0
HENMT1,11.541,11.541,0.0
AKT1,35.777,35.777,0.0
SMAD6,15.023,15.023000000000001,0.0
DAPP1,38.887,38.887,0.0
ISYNA1,101.751,101.75099999999999,0.0
IRF3,45.973,45.973,0.0
CDKL2,5.956,5.956,0.0
PGBD3,7.793,7.793,
CDHR2,13.834,13.834,0.0
KRTAP5-5,19.681,19.681,
NEIL3,4.403,4.403,
EEF1E1,64.691,64.691,
KRTAP9-4,15.969,15.969,
MAGED2,92.17,92.17,0.0
PSMD3,142.921,142.921,0.0
PHKG2,32.727,32.727,0.0
POPDC2,65.314,65.314,0.0
TCF20,31.56,31.56,0.0
CPEB3,2.535,2.535,
MAML3,0.781,0.781,0.0
PRXL2C,30.626,30.626,0.0
ZNF274,3.576,3.576,0.0
MPI,93.059,93.05899999999998,0.0
ST3GAL5,6.877,6.877,0.0
DNMT3L,3.631,3.631,0.0
SLC9B1,1.835,1.8350000000000002,0.0
ASPM,22.402,22.402,
SPRED2,7.854,7.854000000000001,0.0
PRKCD,49.345,49.345,0.0
EEF1E1,45.486,45.486,
ADAMTSL1,3.713,3.713,0.0
DGLUCY,87.341,87.34099999999995,0.0
CD2AP,58.784,58.784,
ADGRL1,8.925,8.925,0.0
FAM98A,57.735,57.73499999999999,0.0
NOXO1,4.275,4.275,0.0
POM121L2,3.253,3.253,0.0
SAP18,108.119,108.119,0.0
LTK,4.647,4.647,0.0
GPR137C,2.039,2.039,0.0
OR51V1,27.299,27.299,
PRDM9,5.041,5.041,0.0
APPL1,83.545,83.545,0.0
FAM241A,47.849,47.849,
LGALS9,32.173,32.173,0.0
OR14I1,3.114,3.114,
PET100,56.336,56.336,0.0
CATSPERG,3.212,3.2120000000000006,0.0
EFCAB3,4.924,4.924,0.0
SLC4A7,76.629,76.629,0.0
WARS1,382.621,382.6209999999999,0.0
TBX21,16.28,16.28,
ZNF420,2.403,2.403,0.0
INO80C,29.501,29.501,0.0
TNFRSF25,14.84,14.84,
ZNF737,4.39,4.39,0.0
SEMA4G,3.513,3.513,0.0
TCAF2,5.959,5.959,0.0
MYBL2,28.647,28.647,
CFAP97D1,1.565,1.565,0.0
FARP2,19.514,19.514,0.0
NDUFA13,77.244,77.244,0.0
HBE1,312.777,312.777,
TAB3,16.454,16.454,0.0
GMFB,119.373,119.373,0.0
AGAP4,0.489,0.489,0.0
HECTD2,4.242,4.242,0.0
MMS22L,14.009,14.009,0.0
RBBP5,57.046,57.046,
ZNF658,7.573,7.573,0.0
CSNK1D,23.851,23.851,0.0
FAM117A,17.897,17.897,0.0
GGCX,32.328,32.328,0.0
IPO11,51.708,51.707999999999984,0.0
H1-2,831.029,831.029,
PYCR1,140.76,140.76,0.0
DDX39B,311.112,311.112,0.0
SLC25A2,3.347,3.347,
TEAD1,22.654,22.654,0.0
GJB7,7.549,7.549,0.0
TCTN2,5.429,5.429,0.0
SYNPO2,259.453,259.453,0.0
C4B,356.416,356.416,
NXPE4,6.554,6.554,
PACC1,21.425,21.425,
ITFG1,33.526,33.526,0.0
LY6G6F,94.559,94.559,
APOB,196.047,196.047,0.0
PIK3CD-AS1,1.683,1.683,
GLYAT,661.801,661.801,0.0
HIDE1,23.067,23.067,
MSLN,16.092,16.092,0.0
RFX2,3.124,3.1239999999999997,0.0
EIF4E1B,3.996,3.996,0.0
RASGEF1B,4.546,4.546,0.0
SDHAF4,40.251,40.251,
HCFC1,35.729,35.729,0.0
MAP4,245.513,245.513,0.0
VHLL,1.495,1.495,
TTC37,44.191,44.191,0.0
BATF,10.574,10.574,0.0
KRT36,32.496,32.496,
HES7,2.181,2.181,0.0
GAB1,12.799,12.799,0.0
INSYN2A,2.858,2.858,
RANGRF,29.657,29.657,
STAM2,30.17,30.17,
LILRA6,10.084,10.084,0.0
MTERF2,5.889,5.889,0.0
FAM222A,14.818,14.818,
LRP1,49.446,49.446,0.0
CCDC152,23.361,23.361,
PRPF6,56.009,56.009,
FAM3D,119.956,119.956,0.0
NEK1,9.416,9.416,0.0
COG6,30.341,30.341,0.0
CABP1,7.354,7.354,0.0
COL17A1,6.223,6.223,0.0
KIAA2013,27.703,27.703,
SYS1-DBNDD2,1.195,1.195,
TMEM65,62.795,62.795,
LRMDA,15.585,15.585,0.0
PHC2,30.225,30.225000000000005,0.0
ZNF639,7.123,7.123,0.0
MT-ATP8,138.502,138.502,
UCHL5,96.342,96.342,0.0
RAG2,4.974,4.974,0.0
CELF4,6.519,6.518999999999999,0.0
ANKRD24,2.973,2.9730000000000003,0.0
LMTK2,14.515,14.515,
MAML2,5.029,5.029,0.0
ANO6,37.594,37.594,
NRP1,38.393,38.393,0.0
TCOF1,69.031,69.031,0.0
ELOA,29.297,29.297,0.0
GFRA3,0.655,0.655,
UNC13A,2.944,2.944,0.0
PPP1R12B,36.819,36.819,0.0
TNFSF11,10.658,10.658,
ADGRB1,2.858,2.858,0.0
FFAR4,0.755,0.755,0.0
LGALS9C,6.492,6.492,
WDFY2,15.373,15.373,0.0
STK38L,44.273,44.27300000000001,0.0
TARM1,2.727,2.727,0.0
KLK5,42.671,42.671,0.0
BRMS1L,33.288,33.288,0.0
MZT1,28.384,28.384,
LINC01590,3.695,3.695,
AHSA2P,1.351,1.351,
ANXA7,294.378,294.378,0.0
PIMREG,14.364,14.364,0.0
CAPG,370.907,370.907,0.0
FBXO17,19.256,19.256,
TMIGD2,4.779,4.779,0.0
KRT24,30.138,30.138,
FAM157A,12.509,12.509,
PRR32,0.758,0.758,
SUPT16H,95.006,95.00600000000001,0.0
ATF7-NPFF,4.877,4.877,
GASK1A,5.566,5.566,0.0
UBAC1,33.373,33.373,
OR52E4,31.313,31.313,
MGAT4B,29.027,29.026999999999994,0.0
JAM2,24.219,24.219,0.0
KPNA2,172.416,172.41600000000003,0.0
PPM1E,43.782,43.782,
YWHAE,1844.267,1844.267,0.0
AMY2B,336.931,336.931,0.0
ACOT1,96.138,96.138,
DLG4,24.382,24.382,0.0
LIG4,32.601,32.601,0.0
NUDT7,14.077,14.077,0.0
FAM25A,56.422,56.422,
KLHDC7B,3.16,3.16,
OPHN1,9.756,9.756,
TERT,2.586,2.586,
OR4A16,0.132,0.132,
PRR20C,0.022,0.022,
FLNA,2038.675,2038.675,0.0
RPL31,589.614,589.614,0.0
CTRL,39.222,39.222,0.0
ASB5,0.524,0.524,0.0
ABCC11,2.507,2.507,0.0
OR4A47,0.907,0.907,
RPL35,921.513,921.513,
VPS37C,30.001,30.001,0.0
EVC2,2.937,2.937,0.0
CDC5L,62.269,62.269,
MGAM,25.222,25.222,0.0
SLC9A3R2,76.047,76.047,0.0
PTCRA,40.2,40.2,
BROX,115.558,115.558,0.0
OR2J3,1.018,1.018,
KIAA0895L,0.499,0.499,0.0
SLC52A3,26.834,26.834,
SLC25A6,464.562,464.562,
DLX5,6.184,6.184,
SDCCAG8,4.884,4.884,
GPRC5B,38.441,38.441,0.0
LPO,183.401,183.401,0.0
INMT-MINDY4,14.658,14.658,
MAP7D3,18.602,18.602,0.0
BMP2K,31.667,31.667,0.0
TM6SF1,17.121,17.121,0.0
RPLP1,668.244,668.244,0.0
TNS2,20.564,20.564,0.0
RAD51C,44.553,44.553,0.0
RPP40,42.05,42.05,0.0
STARD3NL,16.673,16.673,0.0
SLAMF6,14.532,14.532,
C19orf73,12.195,12.195,
HOXB1,4.213,4.213,
SAAL1,47.682,47.68200000000001,0.0
PDZD2,6.216,6.216,
NPIPB4,0.192,0.192,0.0
SCAF11,30.724,30.723999999999997,0.0
PNKP,29.585,29.585000000000004,0.0
SMYD2,37.459,37.459,0.0
KRT7,602.567,602.567,
MEX3C,13.491,13.491,0.0
CPEB1,4.111,4.111,0.0
KLHL21,6.942,6.942,0.0
HRAS,77.687,77.687,
NAGPA,12.28,12.28,0.0
TARBP2,37.419,37.41899999999999,0.0
DPYSL5,136.615,136.615,0.0
DYRK2,2.084,2.084,0.0
GPX3,466.571,466.571,0.0
HMHB1,42.9,42.9,
PAX5,6.881,6.881,0.0
RANBP10,19.215,19.215,0.0
WDR20,18.942,18.942,0.0
TSPAN12,9.385,9.385,0.0
DDX27,70.105,70.105,0.0
TRARG1,36.097,36.097,
SNRPA1,190.681,190.681,0.0
CPED1,7.003,7.003,0.0
EPC2,19.255,19.255,0.0
PPCDC,30.428,30.428000000000004,0.0
IVL,323.248,323.248,
C12orf66,4.288,4.288,0.0
ALKBH5,44.882,44.882,0.0
ZNF260,2.226,2.226,
EIF3I,228.991,228.991,0.0
TMEM9B,23.132,23.132,0.0
ZNF225,1.818,1.8180000000000003,0.0
NELFE,36.209,36.209,0.0
RYR3,1.635,1.635,0.0
CREB1,61.055,61.055,0.0
MFN2,36.65,36.65,0.0
TOR1B,40.918,40.918,0.0
ZNF891,7.961,7.961,
PDAP1,218.137,218.137,0.0
TMEM158,10.385,10.385,
MAVS,79.579,79.579,
PLEKHA5,18.319,18.319,0.0
PSMA6,338.911,338.911,0.0
LRRFIP2,31.367,31.367,0.0
HSPA2,403.728,403.728,
PKHD1L1,2.465,2.465,0.0
PRKAR2B,91.039,91.039,
GNAI2,312.145,312.145,0.0
ZNF131,24.149,24.149,0.0
DDX58,27.07,27.07,0.0
TMEM126A,73.99,73.99,0.0
KPNA3,64.695,64.695,0.0
METTL18,21.424,21.424,0.0
BANK1,22.059,22.059,
ZNF474,2.638,2.638,0.0
MAPK9,31.345,31.345,0.0
R3HDM1,25.869,25.869,0.0
UNC13D,51.814,51.81400000000001,0.0
TUBA4A,1059.742,1059.742,
SLC33A1,47.085,47.085,0.0
HTN3,33.79,33.79,
PLSCR2,2.89,2.89,0.0
NUTM2G,0.637,0.637,
SPI1,19.025,19.025,0.0
UVSSA,46.899,46.899,
ZNF547,4.615,4.615,0.0
MCMBP,39.977,39.977,
MAPT,112.412,112.412,0.0
PPP2R3A,354.061,354.061,
ABCG2,31.827,31.827,0.0
PSG8,15.701,15.701,
UBAC2,101.92,101.92,0.0
IFT88,15.225,15.225,0.0
SLC38A8,8.184,8.184,0.0
CHST15,1.683,1.683,
PRR23B,26.107,26.107,
C12orf76,13.984,13.984,0.0
GAB2,8.913,8.913,0.0
KRT19,1106.374,1106.374,0.0
CLDN18,107.258,107.258,0.0
SMIM17,0.014,0.014,0.0
CNST,24.396,24.396,0.0
BZW2,96.571,96.57100000000001,0.0
CORT,0.856,0.856,
HBD,4318.507,4318.507,0.0
FGF13,2.374,2.374,0.0
STX19,2.372,2.372,
KAT2B,8.379,8.379,
HEBP2,198.069,198.069,0.0
ATG16L1,31.969,31.968999999999998,0.0
TMC1,1.741,1.741,
CHST1,3.401,3.401,
NFATC2IP,58.21,58.21,0.0
UNC119,35.93,35.93,0.0
TAS2R41,2.278,2.278,
MKRN2OS,0.0,0.0,0.0
KRTAP5-10,6.882,6.882,
ANTXRL,1.669,1.669,0.0
LAMB4,4.089,4.089,0.0
GSTT2,49.573,49.573,
IMPDH2,264.041,264.041,
MIR1-1HG,65.746,65.746,
PSMD8,126.908,126.90799999999999,0.0
PCDHA10,1.102,1.102,
NEU4,7.482,7.482,0.0
NPIPB4,0.801,0.801,0.0
CRKL,125.36,125.36,
RUFY1,47.739,47.739,0.0
SART1,55.809,55.809,0.0
OR1L8,3.441,3.441,
MADD,26.092,26.09199999999999,0.0
TUT7,28.988,28.988,0.0
MAP7D1,30.029,30.029,0.0
ZNF730,1.403,1.4029999999999998,0.0
EVPL,52.332,52.332,0.0
MMD,8.3,8.3,
SHOC2,30.55,30.55,
EP400,23.591,23.591,0.0
COQ8A,59.951,59.951,
NREP,1.8,1.8,0.0
CTDSPL2,37.641,37.641,0.0
CHD2,16.854,16.854,0.0
FGL1,20.426,20.426,
NPAS1,2.621,2.621,0.0
CX3CR1,5.377,5.377,0.0
FHL5,20.506,20.506,0.0
ACP6,18.414,18.414,0.0
DHX32,19.565,19.565,0.0
GOSR1,44.94,44.94,0.0
ACMSD,22.538,22.538,
KCNJ14,5.677,5.677,
KLHL7,44.637,44.637,0.0
STAG2,33.384,33.38400000000001,0.0
USP17L21,0.539,0.539,0.0
CMTM5,264.715,264.715,
DNAH12,6.912,6.912,
SAMD8,8.784,8.784,0.0
VKORC1L1,82.511,82.511,
MMP1,15.643,15.643,
GCN1,160.439,160.439,
HTR1F,17.232,17.232,
PABPC1L,21.605,21.605,0.0
NPW,6.964,6.964,0.0
FMO3,109.597,109.597,
ZNF20,4.631,4.631,0.0
CACNA2D4,2.169,2.169,0.0
GON4L,13.035,13.035000000000002,0.0
CLDN4,31.001,31.001,
PGRMC2,359.359,359.359,0.0
THBS1,199.391,199.391,0.0
TRIM63,15.779,15.779,
OR2L13,4.614,4.614,
CBWD3,6.476,6.476,
ST6GAL1,19.327,19.327,0.0
POU6F1,0.156,0.156,
RXFP2,1.61,1.61,
ALG9,25.696,25.696,0.0
CRAMP1,4.066,4.066,
RIPPLY3,30.922,30.922,
COG8,26.411,26.411,0.0
GPR155,8.03,8.03,0.0
BAG1,47.664,47.66400000000001,0.0
JADE2,15.786,15.786,0.0
ULK2,6.156,6.156,
PPWD1,39.508,39.508,0.0
PCDHA3,5.266,5.266,
SLC39A4,6.558,6.558,0.0
